as_of,country_iso3,market,external_debt,macro,climate,composite
2012-08-31,LKA,15.67,23.58,41.98,47.32,32.14
2012-09-30,LKA,14.2,23.58,41.98,47.32,31.77
2012-10-31,LKA,14.46,23.58,41.98,47.32,31.84
2012-11-30,LKA,12.66,23.58,41.98,47.32,31.39
2012-12-31,LKA,11.32,23.58,41.98,47.32,31.05
2013-01-31,LKA,11.1,23.58,41.98,47.55,31.05
2013-02-28,LKA,8.07,23.58,41.98,47.55,30.29
2013-03-31,LKA,5.22,23.58,41.98,47.55,29.58
2013-04-30,LKA,3.27,23.58,41.98,47.55,29.09
2013-05-31,LKA,3.59,23.58,41.98,47.55,29.17
2013-06-30,LKA,4.33,23.58,41.98,47.55,29.36
2013-07-31,LKA,5.5,32.1,41.82,47.55,31.74
2013-08-31,LKA,5.99,32.1,41.82,47.55,31.86
2013-09-30,LKA,6.54,32.1,41.82,47.55,32.0
2013-10-31,LKA,6.09,32.1,41.82,47.55,31.89
2013-11-30,LKA,6.0,32.1,41.82,47.55,31.87
2013-12-31,LKA,6.99,32.1,41.82,47.55,32.11
2014-01-31,LKA,7.01,32.1,41.82,48.19,32.28
2014-02-28,LKA,6.88,32.1,41.82,48.19,32.25
2014-03-31,LKA,6.99,32.1,41.82,48.19,32.28
2014-04-30,LKA,7.89,32.1,41.82,48.19,32.5
2014-05-31,LKA,6.96,32.1,41.82,48.19,32.27
2014-06-30,LKA,5.34,32.1,41.82,48.19,31.86
2014-07-31,LKA,4.96,28.73,45.39,48.19,31.82
2014-08-31,LKA,4.21,28.73,45.39,48.19,31.63
2014-09-30,LKA,4.18,28.73,45.39,48.19,31.62
2014-10-31,LKA,5.56,28.73,45.39,48.19,31.97
2014-11-30,LKA,5.56,28.73,45.39,48.19,31.97
2014-12-31,LKA,5.67,28.73,45.39,48.19,32.0
2015-01-31,LKA,4.88,28.73,45.39,48.15,31.79
2015-02-28,LKA,5.09,28.73,45.39,48.15,31.84
2015-03-31,LKA,5.15,28.73,45.39,48.15,31.85
2015-04-30,LKA,5.24,28.73,45.39,48.15,31.88
2015-05-31,LKA,5.68,28.73,45.39,48.15,31.99
2015-06-30,LKA,5.64,28.73,45.39,48.15,31.98
2015-07-31,LKA,5.54,47.55,39.26,48.15,35.12
2015-08-31,LKA,5.82,47.55,39.26,48.15,35.19
2015-09-30,LKA,9.11,47.55,39.26,48.15,36.02
2015-10-31,LKA,8.18,47.55,39.26,48.15,35.78
2015-11-30,LKA,8.82,47.55,39.26,48.15,35.94
2015-12-31,LKA,9.52,47.55,39.26,48.15,36.12
2016-01-31,LKA,9.87,47.55,39.26,46.45,35.78
2016-02-29,LKA,9.87,47.55,39.26,46.45,35.78
2016-03-31,LKA,11.26,47.55,39.26,46.45,36.13
2016-04-30,LKA,10.45,47.55,39.26,46.45,35.93
2016-05-31,LKA,10.4,47.55,39.26,46.45,35.91
2016-06-30,LKA,10.8,47.55,39.26,46.45,36.02
2016-07-31,LKA,10.13,39.2,42.8,46.45,34.65
2016-08-31,LKA,9.76,39.2,42.8,46.45,34.55
2016-09-30,LKA,7.54,39.2,42.8,46.45,34.0
2016-10-31,LKA,8.13,39.2,42.8,46.45,34.15
2016-11-30,LKA,7.43,39.2,42.8,46.45,33.97
2016-12-31,LKA,7.1,39.2,42.8,46.45,33.89
2017-01-31,LKA,7.87,39.2,42.8,46.43,34.08
2017-02-28,LKA,8.62,39.2,42.8,46.43,34.26
2017-03-31,LKA,7.01,39.2,42.8,46.43,33.86
2017-04-30,LKA,7.85,39.2,42.8,46.43,34.07
2017-05-31,LKA,7.57,39.2,42.8,46.43,34.0
2017-06-30,LKA,7.22,39.2,42.8,46.43,33.92
2017-07-31,LKA,8.35,35.13,42.8,46.43,33.18
2017-08-31,LKA,8.42,35.13,42.8,46.43,33.2
2017-09-30,LKA,7.84,35.13,42.8,46.43,33.05
2017-10-31,LKA,7.37,35.13,42.8,46.43,32.94
2017-11-30,LKA,7.57,35.13,42.8,46.43,32.99
2017-12-31,LKA,7.05,35.13,42.8,46.43,32.85
2018-01-31,LKA,7.73,35.13,42.8,46.66,33.08
2018-02-28,LKA,7.15,35.13,42.8,46.66,32.94
2018-03-31,LKA,7.74,35.13,42.8,46.66,33.09
2018-04-30,LKA,8.31,35.13,42.8,46.66,33.23
2018-05-31,LKA,8.32,35.13,42.8,46.66,33.23
2018-06-30,LKA,8.39,35.13,42.8,46.66,33.25
2018-07-31,LKA,8.49,44.27,43.37,46.66,35.7
2018-08-31,LKA,9.11,44.27,43.37,46.66,35.85
2018-09-30,LKA,11.89,44.27,43.37,46.66,36.55
2018-10-31,LKA,12.56,44.27,43.37,46.66,36.72
2018-11-30,LKA,14.8,44.27,43.37,46.66,37.27
2018-12-31,LKA,15.97,44.27,43.37,46.66,37.57
2019-01-31,LKA,14.27,44.27,43.37,45.36,36.82
2019-02-28,LKA,13.49,44.27,43.37,45.36,36.62
2019-03-31,LKA,12.12,44.27,43.37,45.36,36.28
2019-04-30,LKA,10.14,44.27,43.37,45.36,35.78
2019-05-31,LKA,11.37,44.27,43.37,45.36,36.09
2019-06-30,LKA,11.33,44.27,43.37,45.36,36.08
2019-07-31,LKA,10.74,49.25,45.06,45.36,37.6
2019-08-31,LKA,11.39,49.25,45.06,45.36,37.77
2019-09-30,LKA,9.26,49.25,45.06,45.36,37.23
2019-10-31,LKA,7.38,49.25,45.06,45.36,36.76
2019-11-30,LKA,4.97,49.25,45.06,45.36,36.16
2019-12-31,LKA,4.32,49.25,45.06,45.36,36.0
2020-01-31,LKA,4.71,49.25,45.06,41.17,35.05
2020-02-29,LKA,5.04,49.25,45.06,41.17,35.13
2020-03-31,LKA,7.35,49.25,45.06,41.17,35.71
2020-04-30,LKA,10.29,49.25,45.06,41.17,36.44
2020-05-31,LKA,7.46,49.25,45.06,41.17,35.73
2020-06-30,LKA,7.27,49.25,45.06,41.17,35.69
2020-07-31,LKA,7.3,54.87,47.93,41.17,37.82
2020-08-31,LKA,6.15,54.87,47.93,41.17,37.53
2020-09-30,LKA,5.56,54.87,47.93,41.17,37.38
2020-10-31,LKA,6.38,54.87,47.93,41.17,37.59
2020-11-30,LKA,6.62,54.87,47.93,41.17,37.65
2020-12-31,LKA,7.26,54.87,47.93,41.17,37.81
2021-01-31,LKA,8.6,54.87,47.93,36.67,37.02
2021-02-28,LKA,9.11,54.87,47.93,36.67,37.15
2021-03-31,LKA,9.05,54.87,47.93,36.67,37.13
2021-04-30,LKA,6.46,54.87,47.93,36.67,36.48
2021-05-31,LKA,8.91,54.87,47.93,36.67,37.1
2021-06-30,LKA,9.09,54.87,47.93,36.67,37.14
2021-07-31,LKA,9.05,65.92,54.94,36.67,41.64
2021-08-31,LKA,8.95,65.92,54.94,36.67,41.62
2021-09-30,LKA,9.29,65.92,54.94,36.67,41.7
2021-10-31,LKA,10.0,65.92,54.94,36.67,41.88
2021-11-30,LKA,10.03,65.92,54.94,36.67,41.89
2021-12-31,LKA,9.27,65.92,54.94,36.67,41.7
2022-01-31,LKA,7.76,65.92,54.94,32.7,40.33
2022-02-28,LKA,7.41,65.92,54.94,32.7,40.24
2022-03-31,LKA,30.42,65.92,54.94,32.7,46.0
2022-04-30,LKA,45.68,65.92,54.94,32.7,49.81
2022-05-31,LKA,45.42,65.92,54.94,32.7,49.75
2022-06-30,LKA,45.99,65.92,54.94,32.7,49.89
2022-07-31,LKA,46.91,60.98,48.64,32.7,47.31
2022-08-31,LKA,45.32,60.98,48.64,32.7,46.91
2022-09-30,LKA,46.62,60.98,48.64,32.7,47.24
2022-10-31,LKA,46.27,60.98,48.64,32.7,47.15
2022-11-30,LKA,46.46,60.98,48.64,32.7,47.2
2022-12-31,LKA,45.33,60.98,48.64,32.7,46.91
2023-01-31,LKA,45.4,60.98,48.64,36.34,47.84
2023-02-28,LKA,45.2,60.98,48.64,36.34,47.79
2023-03-31,LKA,10.7,60.98,48.64,36.34,39.17
2023-04-30,LKA,2.02,60.98,48.64,36.34,37.0
2023-05-31,LKA,0.65,60.98,48.64,36.34,36.65
2023-06-30,LKA,0.52,60.98,48.64,36.34,36.62
2023-07-31,LKA,30.03,36.08,80.82,36.34,45.82
2023-08-31,LKA,31.96,36.08,80.82,36.34,46.3
2023-09-30,LKA,28.95,36.08,80.82,36.34,45.55
2023-10-31,LKA,43.99,36.08,80.82,36.34,49.31
2023-11-30,LKA,33.51,36.08,80.82,36.34,46.69
2023-12-31,LKA,29.99,36.08,80.82,36.34,45.81
2024-01-31,LKA,19.83,36.08,80.82,37.65,43.6
2024-02-29,LKA,16.58,36.08,80.82,37.65,42.78
2024-03-31,LKA,12.36,36.08,80.82,37.65,41.73
2024-04-30,LKA,12.98,36.08,80.82,37.65,41.88
2024-05-31,LKA,14.91,36.08,80.82,37.65,42.37
2024-06-30,LKA,22.03,36.08,80.82,37.65,44.15
2024-07-31,LKA,22.84,29.89,59.7,37.65,37.52
2024-08-31,LKA,25.48,29.89,59.7,37.65,38.18
2024-09-30,LKA,24.28,29.89,59.7,37.65,37.88
2024-10-31,LKA,12.05,29.89,59.7,37.65,34.82
2024-11-30,LKA,16.16,29.89,59.7,37.65,35.85
2024-12-31,LKA,16.97,29.89,59.7,37.65,36.05
2025-01-31,LKA,20.93,29.89,59.7,36.02,36.63
2025-02-28,LKA,18.73,29.89,59.7,36.02,36.08
2025-03-31,LKA,24.15,29.89,59.7,36.02,37.44
2025-04-30,LKA,39.84,29.89,59.7,36.02,41.36
2025-05-31,LKA,29.8,29.89,59.7,36.02,38.85
2025-06-30,LKA,21.27,29.89,59.7,36.02,36.72
2025-07-31,LKA,4.58,46.25,37.93,36.02,31.19
2025-08-31,LKA,11.07,46.25,37.93,36.02,32.81
2025-09-30,LKA,10.4,46.25,37.93,36.02,32.65
2025-10-31,LKA,18.12,46.25,37.93,36.02,34.58
2025-11-30,LKA,23.55,46.25,37.93,36.02,35.93
2025-12-31,LKA,24.36,46.25,37.93,36.02,36.14
2026-01-31,LKA,18.91,46.25,37.93,35.58,34.67
2026-02-28,LKA,20.13,46.25,37.93,35.58,34.97
2026-03-31,LKA,32.58,46.25,37.93,35.58,38.08
2026-04-30,LKA,19.22,46.25,37.93,35.58,34.74
2026-05-31,LKA,15.8,46.25,37.93,35.58,33.89
2026-06-30,LKA,12.07,46.25,37.93,35.58,32.96
2000-01-31,BGD,,,,98.52,
2000-02-29,BGD,,,,98.52,
2000-03-31,BGD,,,,98.52,
2000-04-30,BGD,,,,98.52,
2000-05-31,BGD,,,,98.52,
2000-06-30,BGD,,,,98.52,
2000-07-31,BGD,,,,98.52,
2000-08-31,BGD,,,,98.52,
2000-09-30,BGD,,,,98.52,
2000-10-31,BGD,,,,98.52,
2000-11-30,BGD,,,,98.52,
2000-12-31,BGD,,,,98.52,
2001-01-31,BGD,,,,97.52,
2001-02-28,BGD,,,,97.52,
2001-03-31,BGD,,,,97.52,
2001-04-30,BGD,,,,97.52,
2001-05-31,BGD,,,,97.52,
2001-06-30,BGD,,,,97.52,
2001-07-31,BGD,,13.73,41.9,97.52,51.05
2001-08-31,BGD,,13.73,41.9,97.52,51.05
2001-09-30,BGD,,13.73,41.9,97.52,51.05
2001-10-31,BGD,,13.73,41.9,97.52,51.05
2001-11-30,BGD,,13.73,41.9,97.52,51.05
2001-12-31,BGD,,13.73,41.9,97.52,51.05
2002-01-31,BGD,,13.73,41.9,96.24,50.63
2002-02-28,BGD,,13.73,41.9,96.24,50.63
2002-03-31,BGD,,13.73,41.9,96.24,50.63
2002-04-30,BGD,,13.73,41.9,96.24,50.63
2002-05-31,BGD,,13.73,41.9,96.24,50.63
2002-06-30,BGD,,13.73,41.9,96.24,50.63
2002-07-31,BGD,,13.01,42.55,96.24,50.6
2002-08-31,BGD,,13.01,42.55,96.24,50.6
2002-09-30,BGD,,13.01,42.55,96.24,50.6
2002-10-31,BGD,,13.01,42.55,96.24,50.6
2002-11-30,BGD,,13.01,42.55,96.24,50.6
2002-12-31,BGD,,13.01,42.55,96.24,50.6
2003-01-31,BGD,,13.01,42.55,96.95,50.84
2003-02-28,BGD,,13.01,42.55,96.95,50.84
2003-03-31,BGD,,13.01,42.55,96.95,50.84
2003-04-30,BGD,12.2,13.01,42.55,96.95,41.18
2003-05-31,BGD,12.2,13.01,42.55,96.95,41.18
2003-06-30,BGD,12.2,13.01,42.55,96.95,41.18
2003-07-31,BGD,12.2,13.63,43.07,96.95,41.47
2003-08-31,BGD,12.2,13.63,43.07,96.95,41.47
2003-09-30,BGD,12.2,13.63,43.07,96.95,41.47
2003-10-31,BGD,12.2,13.63,43.07,96.95,41.47
2003-11-30,BGD,12.2,13.63,43.07,96.95,41.47
2003-12-31,BGD,10.16,13.63,43.07,96.95,40.96
2004-01-31,BGD,4.78,13.63,43.07,95.55,39.26
2004-02-29,BGD,4.95,13.63,43.07,95.55,39.3
2004-03-31,BGD,5.0,13.63,43.07,95.55,39.31
2004-04-30,BGD,4.64,13.63,43.07,95.55,39.22
2004-05-31,BGD,5.73,13.63,43.07,95.55,39.5
2004-06-30,BGD,5.05,13.63,43.07,95.55,39.32
2004-07-31,BGD,5.47,11.13,43.53,95.55,38.92
2004-08-31,BGD,5.09,11.13,43.53,95.55,38.82
2004-09-30,BGD,5.07,11.13,43.53,95.55,38.82
2004-10-31,BGD,5.3,11.13,43.53,95.55,38.88
2004-11-30,BGD,5.79,11.13,43.53,95.55,39.0
2004-12-31,BGD,6.68,11.13,43.53,95.55,39.22
2005-01-31,BGD,7.11,11.13,43.53,95.66,39.36
2005-02-28,BGD,8.89,11.13,43.53,95.66,39.8
2005-03-31,BGD,10.82,11.13,43.53,95.66,40.28
2005-04-30,BGD,10.85,11.13,43.53,95.66,40.29
2005-05-31,BGD,9.92,11.13,43.53,95.66,40.06
2005-06-30,BGD,10.87,11.13,43.53,95.66,40.29
2005-07-31,BGD,11.18,10.52,44.55,95.66,40.48
2005-08-31,BGD,9.96,10.52,44.55,95.66,40.17
2005-09-30,BGD,12.49,10.52,44.55,95.66,40.8
2005-10-31,BGD,12.43,10.52,44.55,95.66,40.79
2005-11-30,BGD,11.7,10.52,44.55,95.66,40.61
2005-12-31,BGD,12.03,10.52,44.55,95.66,40.69
2006-01-31,BGD,11.94,10.52,44.55,95.48,40.62
2006-02-28,BGD,10.81,10.52,44.55,95.48,40.34
2006-03-31,BGD,8.61,10.52,44.55,95.48,39.79
2006-04-30,BGD,7.96,10.52,44.55,95.48,39.63
2006-05-31,BGD,8.8,10.52,44.55,95.48,39.84
2006-06-30,BGD,8.12,10.52,44.55,95.48,39.67
2006-07-31,BGD,7.41,11.24,43.51,95.48,39.41
2006-08-31,BGD,9.45,11.24,43.51,95.48,39.92
2006-09-30,BGD,3.79,11.24,43.51,95.48,38.5
2006-10-31,BGD,4.91,11.24,43.51,95.48,38.78
2006-11-30,BGD,5.82,11.24,43.51,95.48,39.01
2006-12-31,BGD,6.17,11.24,43.51,95.48,39.1
2007-01-31,BGD,5.86,11.24,43.51,94.1,38.68
2007-02-28,BGD,4.9,11.24,43.51,94.1,38.44
2007-03-31,BGD,4.89,11.24,43.51,94.1,38.43
2007-04-30,BGD,6.01,11.24,43.51,94.1,38.72
2007-05-31,BGD,5.67,11.24,43.51,94.1,38.63
2007-06-30,BGD,5.93,11.24,43.51,94.1,38.69
2007-07-31,BGD,5.73,7.63,41.62,94.1,37.27
2007-08-31,BGD,5.44,7.63,41.62,94.1,37.2
2007-09-30,BGD,8.54,7.63,41.62,94.1,37.97
2007-10-31,BGD,7.23,7.63,41.62,94.1,37.65
2007-11-30,BGD,6.56,7.63,41.62,94.1,37.48
2007-12-31,BGD,5.92,7.63,41.62,94.1,37.32
2008-01-31,BGD,5.97,7.63,41.62,91.63,36.71
2008-02-29,BGD,5.84,7.63,41.62,91.63,36.68
2008-03-31,BGD,6.68,7.63,41.62,91.63,36.89
2008-04-30,BGD,6.03,7.63,41.62,91.63,36.73
2008-05-31,BGD,5.5,7.63,41.62,91.63,36.6
2008-06-30,BGD,5.64,7.63,41.62,91.63,36.63
2008-07-31,BGD,5.84,9.62,42.63,91.63,37.43
2008-08-31,BGD,5.86,9.62,42.63,91.63,37.44
2008-09-30,BGD,5.91,9.62,42.63,91.63,37.45
2008-10-31,BGD,6.72,9.62,42.63,91.63,37.65
2008-11-30,BGD,6.19,9.62,42.63,91.63,37.52
2008-12-31,BGD,6.55,9.62,42.63,91.63,37.61
2009-01-31,BGD,6.07,9.62,42.63,95.35,38.42
2009-02-28,BGD,6.25,9.62,42.63,95.35,38.46
2009-03-31,BGD,5.61,9.62,42.63,95.35,38.3
2009-04-30,BGD,5.62,9.62,42.63,95.35,38.3
2009-05-31,BGD,5.48,9.62,42.63,95.35,38.27
2009-06-30,BGD,5.77,9.62,42.63,95.35,38.34
2009-07-31,BGD,5.74,7.21,44.32,95.35,38.15
2009-08-31,BGD,5.45,7.21,44.32,95.35,38.08
2009-09-30,BGD,5.91,7.21,44.32,95.35,38.2
2009-10-31,BGD,5.62,7.21,44.32,95.35,38.13
2009-11-30,BGD,5.56,7.21,44.32,95.35,38.11
2009-12-31,BGD,5.55,7.21,44.32,95.35,38.11
2010-01-31,BGD,5.7,7.21,44.32,93.04,37.57
2010-02-28,BGD,5.64,7.21,44.32,93.04,37.55
2010-03-31,BGD,5.6,7.21,44.32,93.04,37.54
2010-04-30,BGD,5.62,7.21,44.32,93.04,37.55
2010-05-31,BGD,5.55,7.21,44.32,93.04,37.53
2010-06-30,BGD,5.67,7.21,44.32,93.04,37.56
2010-07-31,BGD,5.73,7.93,38.23,93.04,36.23
2010-08-31,BGD,5.67,7.93,38.23,93.04,36.22
2010-09-30,BGD,5.68,7.93,38.23,93.04,36.22
2010-10-31,BGD,6.7,7.93,38.23,93.04,36.48
2010-11-30,BGD,6.9,7.93,38.23,93.04,36.53
2010-12-31,BGD,6.62,7.93,38.23,93.04,36.46
2011-01-31,BGD,6.78,7.93,38.23,92.32,36.31
2011-02-28,BGD,6.94,7.93,38.23,92.32,36.36
2011-03-31,BGD,7.91,7.93,38.23,92.32,36.6
2011-04-30,BGD,8.19,7.93,38.23,92.32,36.67
2011-05-31,BGD,8.48,7.93,38.23,92.32,36.74
2011-06-30,BGD,8.99,7.93,38.23,92.32,36.87
2011-07-31,BGD,9.31,6.08,41.5,92.32,37.3
2011-08-31,BGD,8.84,6.08,41.5,92.32,37.18
2011-09-30,BGD,9.68,6.08,41.5,92.32,37.39
2011-10-31,BGD,9.37,6.08,41.5,92.32,37.32
2011-11-30,BGD,10.19,6.08,41.5,92.32,37.52
2011-12-31,BGD,13.43,6.08,41.5,92.32,38.33
2012-01-31,BGD,15.27,6.08,41.5,91.41,38.56
2012-02-29,BGD,13.8,6.08,41.5,91.41,38.19
2012-03-31,BGD,12.63,6.08,41.5,91.41,37.9
2012-04-30,BGD,11.92,6.08,41.5,91.41,37.73
2012-05-31,BGD,11.53,6.08,41.5,91.41,37.63
2012-06-30,BGD,10.5,6.08,41.5,91.41,37.37
2012-07-31,BGD,10.09,6.64,46.02,91.41,38.54
2012-08-31,BGD,10.67,6.64,46.02,91.41,38.69
2012-09-30,BGD,9.52,6.64,46.02,91.41,38.4
2012-10-31,BGD,8.72,6.64,46.02,91.41,38.2
2012-11-30,BGD,8.19,6.64,46.02,91.41,38.06
2012-12-31,BGD,4.73,6.64,46.02,91.41,37.2
2013-01-31,BGD,2.75,6.64,46.02,91.14,36.64
2013-02-28,BGD,3.9,6.64,46.02,91.14,36.93
2013-03-31,BGD,3.39,6.64,46.02,91.14,36.8
2013-04-30,BGD,3.17,6.64,46.02,91.14,36.74
2013-05-31,BGD,2.9,6.64,46.02,91.14,36.68
2013-06-30,BGD,3.1,6.64,46.02,91.14,36.73
2013-07-31,BGD,3.38,7.92,39.52,91.14,35.49
2013-08-31,BGD,3.21,7.92,39.52,91.14,35.45
2013-09-30,BGD,3.43,7.92,39.52,91.14,35.5
2013-10-31,BGD,3.24,7.92,39.52,91.14,35.45
2013-11-30,BGD,3.33,7.92,39.52,91.14,35.48
2013-12-31,BGD,4.29,7.92,39.52,91.14,35.72
2014-01-31,BGD,4.5,7.92,39.52,87.65,34.9
2014-02-28,BGD,4.67,7.92,39.52,87.65,34.94
2014-03-31,BGD,5.18,7.92,39.52,87.65,35.07
2014-04-30,BGD,5.22,7.92,39.52,87.65,35.08
2014-05-31,BGD,5.25,7.92,39.52,87.65,35.09
2014-06-30,BGD,5.38,7.92,39.52,87.65,35.12
2014-07-31,BGD,5.09,9.62,39.9,87.65,35.57
2014-08-31,BGD,5.05,9.62,39.9,87.65,35.56
2014-09-30,BGD,5.38,9.62,39.9,87.65,35.64
2014-10-31,BGD,5.89,9.62,39.9,87.65,35.77
2014-11-30,BGD,5.35,9.62,39.9,87.65,35.63
2014-12-31,BGD,5.17,9.62,39.9,87.65,35.59
2015-01-31,BGD,5.07,9.62,39.9,87.62,35.55
2015-02-28,BGD,5.37,9.62,39.9,87.62,35.63
2015-03-31,BGD,5.27,9.62,39.9,87.62,35.6
2015-04-30,BGD,5.44,9.62,39.9,87.62,35.65
2015-05-31,BGD,5.46,9.62,39.9,87.62,35.65
2015-06-30,BGD,5.39,9.62,39.9,87.62,35.63
2015-07-31,BGD,5.31,11.28,38.92,87.62,35.78
2015-08-31,BGD,5.67,11.28,38.92,87.62,35.87
2015-09-30,BGD,5.4,11.28,38.92,87.62,35.81
2015-10-31,BGD,5.31,11.28,38.92,87.62,35.78
2015-11-30,BGD,5.37,11.28,38.92,87.62,35.8
2015-12-31,BGD,5.98,11.28,38.92,87.62,35.95
2016-01-31,BGD,6.16,11.28,38.92,89.5,36.47
2016-02-29,BGD,5.95,11.28,38.92,89.5,36.41
2016-03-31,BGD,5.81,11.28,38.92,89.5,36.38
2016-04-30,BGD,5.83,11.28,38.92,89.5,36.38
2016-05-31,BGD,5.97,11.28,38.92,89.5,36.42
2016-06-30,BGD,5.93,11.28,38.92,89.5,36.41
2016-07-31,BGD,5.95,9.22,35.57,89.5,35.06
2016-08-31,BGD,5.83,9.22,35.57,89.5,35.03
2016-09-30,BGD,5.92,9.22,35.57,89.5,35.05
2016-10-31,BGD,5.94,9.22,35.57,89.5,35.06
2016-11-30,BGD,6.73,9.22,35.57,89.5,35.25
2016-12-31,BGD,5.65,9.22,35.57,89.5,34.98
2017-01-31,BGD,6.32,9.22,35.57,85.18,34.07
2017-02-28,BGD,6.77,9.22,35.57,85.18,34.18
2017-03-31,BGD,7.03,9.22,35.57,85.18,34.25
2017-04-30,BGD,8.4,9.22,35.57,85.18,34.59
2017-05-31,BGD,7.07,9.22,35.57,85.18,34.26
2017-06-30,BGD,6.9,9.22,35.57,85.18,34.22
2017-07-31,BGD,7.1,8.5,33.75,85.18,33.63
2017-08-31,BGD,7.78,8.5,33.75,85.18,33.8
2017-09-30,BGD,7.19,8.5,33.75,85.18,33.65
2017-10-31,BGD,8.74,8.5,33.75,85.18,34.04
2017-11-30,BGD,9.64,8.5,33.75,85.18,34.26
2017-12-31,BGD,8.66,8.5,33.75,85.18,34.02
2018-01-31,BGD,9.15,8.5,33.75,83.07,33.62
2018-02-28,BGD,8.59,8.5,33.75,83.07,33.48
2018-03-31,BGD,8.29,8.5,33.75,83.07,33.4
2018-04-30,BGD,6.78,8.5,33.75,83.07,33.02
2018-05-31,BGD,7.84,8.5,33.75,83.07,33.29
2018-06-30,BGD,7.74,8.5,33.75,83.07,33.26
2018-07-31,BGD,7.71,9.85,36.79,83.07,34.36
2018-08-31,BGD,6.56,9.85,36.79,83.07,34.07
2018-09-30,BGD,7.45,9.85,36.79,83.07,34.29
2018-10-31,BGD,5.74,9.85,36.79,83.07,33.86
2018-11-30,BGD,4.64,9.85,36.79,83.07,33.59
2018-12-31,BGD,5.78,9.85,36.79,83.07,33.87
2019-01-31,BGD,4.64,9.85,36.79,81.8,33.27
2019-02-28,BGD,4.88,9.85,36.79,81.8,33.33
2019-03-31,BGD,5.12,9.85,36.79,81.8,33.39
2019-04-30,BGD,4.96,9.85,36.79,81.8,33.35
2019-05-31,BGD,5.43,9.85,36.79,81.8,33.47
2019-06-30,BGD,5.5,9.85,36.79,81.8,33.49
2019-07-31,BGD,5.34,14.64,37.42,81.8,34.8
2019-08-31,BGD,5.94,14.64,37.42,81.8,34.95
2019-09-30,BGD,5.63,14.64,37.42,81.8,34.88
2019-10-31,BGD,5.89,14.64,37.42,81.8,34.94
2019-11-30,BGD,5.94,14.64,37.42,81.8,34.95
2019-12-31,BGD,5.97,14.64,37.42,81.8,34.96
2020-01-31,BGD,6.04,14.64,37.42,80.36,34.62
2020-02-29,BGD,5.8,14.64,37.42,80.36,34.56
2020-03-31,BGD,5.22,14.64,37.42,80.36,34.41
2020-04-30,BGD,6.1,14.64,37.42,80.36,34.63
2020-05-31,BGD,5.65,14.64,37.42,80.36,34.52
2020-06-30,BGD,5.59,14.64,37.42,80.36,34.5
2020-07-31,BGD,5.63,15.82,35.9,80.36,34.43
2020-08-31,BGD,5.56,15.82,35.9,80.36,34.41
2020-09-30,BGD,5.57,15.82,35.9,80.36,34.41
2020-10-31,BGD,5.68,15.82,35.9,80.36,34.44
2020-11-30,BGD,5.36,15.82,35.9,80.36,34.36
2020-12-31,BGD,5.34,15.82,35.9,80.36,34.36
2021-01-31,BGD,5.45,15.82,35.9,79.78,34.24
2021-02-28,BGD,5.34,15.82,35.9,79.78,34.21
2021-03-31,BGD,5.94,15.82,35.9,79.78,34.36
2021-04-30,BGD,5.35,15.82,35.9,79.78,34.21
2021-05-31,BGD,5.38,15.82,35.9,79.78,34.22
2021-06-30,BGD,5.46,15.82,35.9,79.78,34.24
2021-07-31,BGD,5.34,18.11,36.74,79.78,34.99
2021-08-31,BGD,5.65,18.11,36.74,79.78,35.07
2021-09-30,BGD,5.86,18.11,36.74,79.78,35.12
2021-10-31,BGD,5.64,18.11,36.74,79.78,35.07
2021-11-30,BGD,5.88,18.11,36.74,79.78,35.13
2021-12-31,BGD,5.92,18.11,36.74,79.78,35.14
2022-01-31,BGD,5.98,18.11,36.74,79.52,35.09
2022-02-28,BGD,6.03,18.11,36.74,79.52,35.1
2022-03-31,BGD,6.13,18.11,36.74,79.52,35.12
2022-04-30,BGD,6.25,18.11,36.74,79.52,35.15
2022-05-31,BGD,7.08,18.11,36.74,79.52,35.36
2022-06-30,BGD,10.44,18.11,36.74,79.52,36.2
2022-07-31,BGD,11.19,17.93,37.74,79.52,36.59
2022-08-31,BGD,11.02,17.93,37.74,79.52,36.55
2022-09-30,BGD,16.01,17.93,37.74,79.52,37.8
2022-10-31,BGD,15.36,17.93,37.74,79.52,37.64
2022-11-30,BGD,17.97,17.93,37.74,79.52,38.29
2022-12-31,BGD,15.85,17.93,37.74,79.52,37.76
2023-01-31,BGD,17.71,17.93,37.74,79.73,38.28
2023-02-28,BGD,18.08,17.93,37.74,79.73,38.37
2023-03-31,BGD,17.77,17.93,37.74,79.73,38.29
2023-04-30,BGD,17.18,17.93,37.74,79.73,38.14
2023-05-31,BGD,16.7,17.93,37.74,79.73,38.02
2023-06-30,BGD,13.48,17.93,37.74,79.73,37.22
2023-07-31,BGD,37.82,19.3,42.17,79.73,44.75
2023-08-31,BGD,40.27,19.3,42.17,79.73,45.37
2023-09-30,BGD,34.89,19.3,42.17,79.73,44.02
2023-10-31,BGD,48.75,19.3,42.17,79.73,47.49
2023-11-30,BGD,37.19,19.3,42.17,79.73,44.6
2023-12-31,BGD,34.49,19.3,42.17,79.73,43.92
2024-01-31,BGD,23.32,19.3,42.17,80.05,41.21
2024-02-29,BGD,19.86,19.3,42.17,80.05,40.34
2024-03-31,BGD,14.87,19.3,42.17,80.05,39.1
2024-04-30,BGD,15.81,19.3,42.17,80.05,39.33
