as_of,country_iso3,market,external_debt,macro,climate,composite
2010-08-31,MDV,5.32,4.61,62.75,86.08,39.69
2010-09-30,MDV,5.28,4.61,62.75,86.08,39.68
2010-10-31,MDV,5.36,4.61,62.75,86.08,39.7
2010-11-30,MDV,5.4,4.61,62.75,86.08,39.71
2010-12-31,MDV,5.44,4.61,62.75,86.08,39.72
2011-01-31,MDV,4.67,4.61,62.75,84.82,39.21
2011-02-28,MDV,5.7,4.61,62.75,84.82,39.47
2011-03-31,MDV,5.7,4.61,62.75,84.82,39.47
2011-04-30,MDV,5.62,4.61,62.75,84.82,39.45
2011-05-31,MDV,15.73,4.61,62.75,84.82,41.98
2011-06-30,MDV,15.92,4.61,62.75,84.82,42.02
2011-07-31,MDV,16.33,8.21,46.04,84.82,38.85
2011-08-31,MDV,15.13,8.21,46.04,84.82,38.55
2011-09-30,MDV,15.97,8.21,46.04,84.82,38.76
2011-10-31,MDV,15.45,8.21,46.04,84.82,38.63
2011-11-30,MDV,15.65,8.21,46.04,84.82,38.68
2011-12-31,MDV,15.57,8.21,46.04,84.82,38.66
2012-01-31,MDV,15.62,8.21,46.04,84.08,38.49
2012-02-29,MDV,15.44,8.21,46.04,84.08,38.44
2012-03-31,MDV,15.7,8.21,46.04,84.08,38.51
2012-04-30,MDV,15.61,8.21,46.04,84.08,38.48
2012-05-31,MDV,5.92,8.21,46.04,84.08,36.06
2012-06-30,MDV,5.82,8.21,46.04,84.08,36.04
2012-07-31,MDV,5.59,12.02,51.22,84.08,38.23
2012-08-31,MDV,5.56,12.02,51.22,84.08,38.22
2012-09-30,MDV,4.85,12.02,51.22,84.08,38.04
2012-10-31,MDV,5.17,12.02,51.22,84.08,38.12
2012-11-30,MDV,5.09,12.02,51.22,84.08,38.1
2012-12-31,MDV,5.25,12.02,51.22,84.08,38.14
2013-01-31,MDV,5.24,12.02,51.22,83.46,37.99
2013-02-28,MDV,5.02,12.02,51.22,83.46,37.93
2013-03-31,MDV,5.12,12.02,51.22,83.46,37.96
2013-04-30,MDV,5.26,12.02,51.22,83.46,37.99
2013-05-31,MDV,5.42,12.02,51.22,83.46,38.03
2013-06-30,MDV,5.15,12.02,51.22,83.46,37.96
2013-07-31,MDV,5.29,17.06,55.13,83.46,40.24
2013-08-31,MDV,5.4,17.06,55.13,83.46,40.26
2013-09-30,MDV,5.73,17.06,55.13,83.46,40.35
2013-10-31,MDV,5.51,17.06,55.13,83.46,40.29
2013-11-30,MDV,5.53,17.06,55.13,83.46,40.3
2013-12-31,MDV,5.43,17.06,55.13,83.46,40.27
2014-01-31,MDV,5.39,17.06,55.13,79.9,39.37
2014-02-28,MDV,5.81,17.06,55.13,79.9,39.47
2014-03-31,MDV,5.75,17.06,55.13,79.9,39.46
2014-04-30,MDV,5.55,17.06,55.13,79.9,39.41
2014-05-31,MDV,5.83,17.06,55.13,79.9,39.48
2014-06-30,MDV,5.66,17.06,55.13,79.9,39.44
2014-07-31,MDV,5.61,24.04,42.98,79.9,38.13
2014-08-31,MDV,5.84,24.04,42.98,79.9,38.19
2014-09-30,MDV,5.26,24.04,42.98,79.9,38.04
2014-10-31,MDV,5.63,24.04,42.98,79.9,38.14
2014-11-30,MDV,4.63,24.04,42.98,79.9,37.89
2014-12-31,MDV,4.67,24.04,42.98,79.9,37.9
2015-01-31,MDV,4.46,24.04,42.98,80.03,37.88
2015-02-28,MDV,4.4,24.04,42.98,80.03,37.86
2015-03-31,MDV,4.14,24.04,42.98,80.03,37.8
2015-04-30,MDV,4.36,24.04,42.98,80.03,37.85
2015-05-31,MDV,4.07,24.04,42.98,80.03,37.78
2015-06-30,MDV,4.54,24.04,42.98,80.03,37.9
2015-07-31,MDV,4.44,31.56,39.25,80.03,38.82
2015-08-31,MDV,4.2,31.56,39.25,80.03,38.76
2015-09-30,MDV,4.43,31.56,39.25,80.03,38.82
2015-10-31,MDV,4.3,31.56,39.25,80.03,38.78
2015-11-30,MDV,5.22,31.56,39.25,80.03,39.01
2015-12-31,MDV,5.17,31.56,39.25,80.03,39.0
2016-01-31,MDV,5.31,31.56,39.25,79.02,38.78
2016-02-29,MDV,5.38,31.56,39.25,79.02,38.8
2016-03-31,MDV,5.38,31.56,39.25,79.02,38.8
2016-04-30,MDV,5.54,31.56,39.25,79.02,38.84
2016-05-31,MDV,5.57,31.56,39.25,79.02,38.85
2016-06-30,MDV,5.51,31.56,39.25,79.02,38.84
2016-07-31,MDV,5.4,29.53,45.23,79.02,39.8
2016-08-31,MDV,5.77,29.53,45.23,79.02,39.89
2016-09-30,MDV,5.7,29.53,45.23,79.02,39.87
2016-10-31,MDV,5.67,29.53,45.23,79.02,39.87
2016-11-30,MDV,5.72,29.53,45.23,79.02,39.88
2016-12-31,MDV,5.8,29.53,45.23,79.02,39.9
2017-01-31,MDV,5.75,29.53,45.23,77.86,39.59
2017-02-28,MDV,6.54,29.53,45.23,77.86,39.79
2017-03-31,MDV,6.45,29.53,45.23,77.86,39.77
2017-04-30,MDV,6.25,29.53,45.23,77.86,39.72
2017-05-31,MDV,6.87,29.53,45.23,77.86,39.87
2017-06-30,MDV,6.36,29.53,45.23,77.86,39.75
2017-07-31,MDV,6.23,50.12,50.25,77.86,46.12
2017-08-31,MDV,5.88,50.12,50.25,77.86,46.03
2017-09-30,MDV,5.87,50.12,50.25,77.86,46.03
2017-10-31,MDV,5.76,50.12,50.25,77.86,46.0
2017-11-30,MDV,5.8,50.12,50.25,77.86,46.01
2017-12-31,MDV,5.73,50.12,50.25,77.86,45.99
2018-01-31,MDV,5.83,50.12,50.25,78.76,46.24
2018-02-28,MDV,4.96,50.12,50.25,78.76,46.02
2018-03-31,MDV,5.09,50.12,50.25,78.76,46.06
2018-04-30,MDV,5.31,50.12,50.25,78.76,46.11
2018-05-31,MDV,4.68,50.12,50.25,78.76,45.95
2018-06-30,MDV,5.18,50.12,50.25,78.76,46.08
2018-07-31,MDV,5.31,50.85,49.88,78.76,46.2
2018-08-31,MDV,5.31,50.85,49.88,78.76,46.2
2018-09-30,MDV,5.31,50.85,49.88,78.76,46.2
2018-10-31,MDV,5.32,50.85,49.88,78.76,46.2
2018-11-30,MDV,5.33,50.85,49.88,78.76,46.2
2018-12-31,MDV,5.23,50.85,49.88,78.76,46.18
2019-01-31,MDV,5.71,50.85,49.88,76.93,45.84
2019-02-28,MDV,5.24,50.85,49.88,76.93,45.72
2019-03-31,MDV,5.4,50.85,49.88,76.93,45.77
2019-04-30,MDV,5.37,50.85,49.88,76.93,45.76
2019-05-31,MDV,5.23,50.85,49.88,76.93,45.72
2019-06-30,MDV,5.09,50.85,49.88,76.93,45.69
2019-07-31,MDV,5.11,66.16,48.82,76.93,49.26
2019-08-31,MDV,5.32,66.16,48.82,76.93,49.31
2019-09-30,MDV,5.44,66.16,48.82,76.93,49.34
2019-10-31,MDV,5.46,66.16,48.82,76.93,49.35
2019-11-30,MDV,5.43,66.16,48.82,76.93,49.34
2019-12-31,MDV,5.49,66.16,48.82,76.93,49.35
2020-01-31,MDV,5.04,66.16,48.82,73.57,48.4
2020-02-29,MDV,5.51,66.16,48.82,73.57,48.52
2020-03-31,MDV,5.34,66.16,48.82,73.57,48.47
2020-04-30,MDV,5.35,66.16,48.82,73.57,48.48
2020-05-31,MDV,5.68,66.16,48.82,73.57,48.56
2020-06-30,MDV,5.7,66.16,48.82,73.57,48.57
2020-07-31,MDV,5.79,66.4,49.99,73.57,48.94
2020-08-31,MDV,5.62,66.4,49.99,73.57,48.9
2020-09-30,MDV,5.41,66.4,49.99,73.57,48.84
2020-10-31,MDV,5.32,66.4,49.99,73.57,48.82
2020-11-30,MDV,5.36,66.4,49.99,73.57,48.83
2020-12-31,MDV,5.22,66.4,49.99,73.57,48.8
2021-01-31,MDV,5.39,66.4,49.99,76.73,49.63
2021-02-28,MDV,5.41,66.4,49.99,76.73,49.63
2021-03-31,MDV,5.38,66.4,49.99,76.73,49.62
2021-04-30,MDV,5.38,66.4,49.99,76.73,49.62
2021-05-31,MDV,5.09,66.4,49.99,76.73,49.55
2021-06-30,MDV,5.46,66.4,49.99,76.73,49.64
2021-07-31,MDV,5.4,63.97,67.02,76.73,53.28
2021-08-31,MDV,5.24,63.97,67.02,76.73,53.24
2021-09-30,MDV,5.36,63.97,67.02,76.73,53.27
2021-10-31,MDV,5.58,63.97,67.02,76.73,53.33
2021-11-30,MDV,5.4,63.97,67.02,76.73,53.28
2021-12-31,MDV,5.6,63.97,67.02,76.73,53.33
2022-01-31,MDV,5.24,63.97,67.02,76.3,53.13
2022-02-28,MDV,5.2,63.97,67.02,76.3,53.12
2022-03-31,MDV,5.21,63.97,67.02,76.3,53.13
2022-04-30,MDV,5.37,63.97,67.02,76.3,53.17
2022-05-31,MDV,6.11,63.97,67.02,76.3,53.35
2022-06-30,MDV,5.85,63.97,67.02,76.3,53.29
2022-07-31,MDV,5.72,69.44,33.45,76.3,46.23
2022-08-31,MDV,5.69,69.44,33.45,76.3,46.22
2022-09-30,MDV,6.04,69.44,33.45,76.3,46.31
2022-10-31,MDV,5.56,69.44,33.45,76.3,46.19
2022-11-30,MDV,5.8,69.44,33.45,76.3,46.25
2022-12-31,MDV,5.85,69.44,33.45,76.3,46.26
2023-01-31,MDV,5.69,69.44,33.45,83.37,47.99
2023-02-28,MDV,5.68,69.44,33.45,83.37,47.99
2023-03-31,MDV,5.82,69.44,33.45,83.37,48.02
2023-04-30,MDV,5.49,69.44,33.45,83.37,47.94
2023-05-31,MDV,5.0,69.44,33.45,83.37,47.81
2023-06-30,MDV,4.9,69.44,33.45,83.37,47.79
2023-07-31,MDV,32.84,56.73,39.59,83.37,53.13
2023-08-31,MDV,35.21,56.73,39.59,83.37,53.72
2023-09-30,MDV,32.01,56.73,39.59,83.37,52.92
2023-10-31,MDV,46.49,56.73,39.59,83.37,56.54
2023-11-30,MDV,36.02,56.73,39.59,83.37,53.93
2023-12-31,MDV,32.45,56.73,39.59,83.37,53.03
2024-01-31,MDV,22.4,56.73,39.59,77.38,49.02
2024-02-29,MDV,19.13,56.73,39.59,77.38,48.21
2024-03-31,MDV,14.12,56.73,39.59,77.38,46.95
2024-04-30,MDV,14.91,56.73,39.59,77.38,47.15
2024-05-31,MDV,14.54,56.73,39.59,77.38,47.06
2024-06-30,MDV,22.33,56.73,39.59,77.38,49.01
2024-07-31,MDV,24.96,47.33,53.22,77.38,50.72
2024-08-31,MDV,27.02,47.33,53.22,77.38,51.24
2024-09-30,MDV,26.06,47.33,53.22,77.38,51.0
2024-10-31,MDV,14.46,47.33,53.22,77.38,48.1
2024-11-30,MDV,18.75,47.33,53.22,77.38,49.17
2024-12-31,MDV,19.44,47.33,53.22,77.38,49.34
2025-01-31,MDV,22.6,47.33,53.22,75.39,49.64
2025-02-28,MDV,19.9,47.33,53.22,75.39,48.96
2025-03-31,MDV,24.43,47.33,53.22,75.39,50.09
2025-04-30,MDV,39.48,47.33,53.22,75.39,53.85
2025-05-31,MDV,29.92,47.33,53.22,75.39,51.47
2025-06-30,MDV,21.71,47.33,53.22,75.39,49.41
2025-07-31,MDV,4.56,38.28,52.53,75.39,42.69
2025-08-31,MDV,10.86,38.28,52.53,75.39,44.27
2025-09-30,MDV,10.19,38.28,52.53,75.39,44.1
2025-10-31,MDV,17.12,38.28,52.53,75.39,45.83
2025-11-30,MDV,22.03,38.28,52.53,75.39,47.06
2025-12-31,MDV,22.83,38.28,52.53,75.39,47.26
2026-01-31,MDV,17.79,38.28,52.53,75.65,46.06
2026-02-28,MDV,18.96,38.28,52.53,75.65,46.35
2026-03-31,MDV,31.0,38.28,52.53,75.65,49.37
2026-04-30,MDV,17.59,38.28,52.53,75.65,46.01
2026-05-31,MDV,13.2,38.28,52.53,75.65,44.91
2026-06-30,MDV,9.34,38.28,52.53,75.65,43.95
2000-01-31,IND,,,,81.0,
2000-02-29,IND,,,,81.0,
2000-03-31,IND,,,,81.0,
2000-04-30,IND,,,,81.0,
2000-05-31,IND,,,,81.0,
2000-06-30,IND,,,,81.0,
2000-07-31,IND,,,,81.0,
2000-08-31,IND,,,,81.0,
2000-09-30,IND,,,,81.0,
2000-10-31,IND,,,,81.0,
2000-11-30,IND,,,,81.0,
2000-12-31,IND,,,,81.0,
2001-01-31,IND,,,,81.07,
2001-02-28,IND,,,,81.07,
2001-03-31,IND,,,,81.07,
2001-04-30,IND,,,,81.07,
2001-05-31,IND,,,,81.07,
2001-06-30,IND,,,,81.07,
2001-07-31,IND,,23.15,39.15,81.07,47.79
2001-08-31,IND,,23.15,39.15,81.07,47.79
2001-09-30,IND,,23.15,39.15,81.07,47.79
2001-10-31,IND,,23.15,39.15,81.07,47.79
2001-11-30,IND,,23.15,39.15,81.07,47.79
2001-12-31,IND,,23.15,39.15,81.07,47.79
2002-01-31,IND,,23.15,39.15,80.27,47.52
2002-02-28,IND,,23.15,39.15,80.27,47.52
2002-03-31,IND,,23.15,39.15,80.27,47.52
2002-04-30,IND,,23.15,39.15,80.27,47.52
2002-05-31,IND,,23.15,39.15,80.27,47.52
2002-06-30,IND,,23.15,39.15,80.27,47.52
2002-07-31,IND,,19.25,35.35,80.27,44.96
2002-08-31,IND,,19.25,35.35,80.27,44.96
2002-09-30,IND,,19.25,35.35,80.27,44.96
2002-10-31,IND,,19.25,35.35,80.27,44.96
2002-11-30,IND,,19.25,35.35,80.27,44.96
2002-12-31,IND,,19.25,35.35,80.27,44.96
2003-01-31,IND,,19.25,35.35,79.22,44.61
2003-02-28,IND,,19.25,35.35,79.22,44.61
2003-03-31,IND,,19.25,35.35,79.22,44.61
2003-04-30,IND,,19.25,35.35,79.22,44.61
2003-05-31,IND,,19.25,35.35,79.22,44.61
2003-06-30,IND,,19.25,35.35,79.22,44.61
2003-07-31,IND,,24.38,32.35,79.22,45.32
2003-08-31,IND,,24.38,32.35,79.22,45.32
2003-09-30,IND,,24.38,32.35,79.22,45.32
2003-10-31,IND,,24.38,32.35,79.22,45.32
2003-11-30,IND,,24.38,32.35,79.22,45.32
2003-12-31,IND,,24.38,32.35,79.22,45.32
2004-01-31,IND,0.14,24.38,32.35,78.44,33.83
2004-02-29,IND,0.14,24.38,32.35,78.44,33.83
2004-03-31,IND,0.2,24.38,32.35,78.44,33.84
2004-04-30,IND,0.27,24.38,32.35,78.44,33.86
2004-05-31,IND,0.33,24.38,32.35,78.44,33.88
2004-06-30,IND,0.32,24.38,32.35,78.44,33.87
2004-07-31,IND,0.29,31.11,24.48,78.44,33.58
2004-08-31,IND,0.24,31.11,24.48,78.44,33.57
2004-09-30,IND,0.17,31.11,24.48,78.44,33.55
2004-10-31,IND,0.16,31.11,24.48,78.44,33.55
2004-11-30,IND,0.18,31.11,24.48,78.44,33.55
2004-12-31,IND,3.46,31.11,24.48,78.44,34.37
2005-01-31,IND,3.94,31.11,24.48,76.81,34.09
2005-02-28,IND,3.72,31.11,24.48,76.81,34.03
2005-03-31,IND,5.32,31.11,24.48,76.81,34.43
2005-04-30,IND,4.34,31.11,24.48,76.81,34.19
2005-05-31,IND,3.43,31.11,24.48,76.81,33.96
2005-06-30,IND,2.78,31.11,24.48,76.81,33.8
2005-07-31,IND,2.33,11.41,26.37,76.81,29.23
2005-08-31,IND,2.66,11.41,26.37,76.81,29.31
2005-09-30,IND,3.36,11.41,26.37,76.81,29.49
2005-10-31,IND,5.07,11.41,26.37,76.81,29.91
2005-11-30,IND,6.59,11.41,26.37,76.81,30.29
2005-12-31,IND,6.9,11.41,26.37,76.81,30.37
2006-01-31,IND,5.89,11.41,26.37,75.71,29.85
2006-02-28,IND,6.34,11.41,26.37,75.71,29.96
2006-03-31,IND,6.2,11.41,26.37,75.71,29.92
2006-04-30,IND,7.11,11.41,26.37,75.71,30.15
2006-05-31,IND,8.35,11.41,26.37,75.71,30.46
2006-06-30,IND,8.59,11.41,26.37,75.71,30.52
2006-07-31,IND,8.99,14.45,31.28,75.71,32.61
2006-08-31,IND,8.36,14.45,31.28,75.71,32.45
2006-09-30,IND,7.38,14.45,31.28,75.71,32.2
2006-10-31,IND,5.19,14.45,31.28,75.71,31.66
2006-11-30,IND,4.15,14.45,31.28,75.71,31.4
2006-12-31,IND,4.42,14.45,31.28,75.71,31.46
2007-01-31,IND,5.37,14.45,31.28,73.99,31.27
2007-02-28,IND,5.08,14.45,31.28,73.99,31.2
2007-03-31,IND,3.92,14.45,31.28,73.99,30.91
2007-04-30,IND,0.97,14.45,31.28,73.99,30.17
2007-05-31,IND,0.27,14.45,31.28,73.99,30.0
2007-06-30,IND,0.24,14.45,31.28,73.99,29.99
2007-07-31,IND,0.2,4.15,31.63,73.99,27.49
2007-08-31,IND,0.14,4.15,31.63,73.99,27.48
2007-09-30,IND,0.17,4.15,31.63,73.99,27.48
2007-10-31,IND,0.18,4.15,31.63,73.99,27.49
2007-11-30,IND,0.17,4.15,31.63,73.99,27.49
2007-12-31,IND,0.14,4.15,31.63,73.99,27.48
2008-01-31,IND,0.27,4.15,31.63,73.86,27.48
2008-02-29,IND,0.66,4.15,31.63,73.86,27.57
2008-03-31,IND,1.55,4.15,31.63,73.86,27.8
2008-04-30,IND,4.94,4.15,31.63,73.86,28.64
2008-05-31,IND,7.92,4.15,31.63,73.86,29.39
2008-06-30,IND,8.13,4.15,31.63,73.86,29.44
2008-07-31,IND,7.89,5.78,29.28,73.86,29.2
2008-08-31,IND,8.7,5.78,29.28,73.86,29.4
2008-09-30,IND,14.17,5.78,29.28,73.86,30.77
2008-10-31,IND,18.17,5.78,29.28,73.86,31.77
2008-11-30,IND,18.44,5.78,29.28,73.86,31.84
2008-12-31,IND,17.21,5.78,29.28,73.86,31.53
2009-01-31,IND,17.35,5.78,29.28,72.76,31.29
2009-02-28,IND,18.94,5.78,29.28,72.76,31.69
2009-03-31,IND,19.59,5.78,29.28,72.76,31.85
2009-04-30,IND,17.21,5.78,29.28,72.76,31.25
2009-05-31,IND,10.72,5.78,29.28,72.76,29.63
2009-06-30,IND,11.68,5.78,29.28,72.76,29.87
2009-07-31,IND,12.36,6.7,41.88,72.76,33.43
2009-08-31,IND,11.03,6.7,41.88,72.76,33.09
2009-09-30,IND,7.18,6.7,41.88,72.76,32.13
2009-10-31,IND,3.06,6.7,41.88,72.76,31.1
2009-11-30,IND,2.16,6.7,41.88,72.76,30.88
2009-12-31,IND,3.55,6.7,41.88,72.76,31.22
2010-01-31,IND,2.87,6.7,41.88,71.88,30.83
2010-02-28,IND,0.89,6.7,41.88,71.88,30.34
2010-03-31,IND,0.2,6.7,41.88,71.88,30.16
2010-04-30,IND,0.19,6.7,41.88,71.88,30.16
2010-05-31,IND,4.86,6.7,41.88,71.88,31.33
2010-06-30,IND,3.92,6.7,41.88,71.88,31.1
2010-07-31,IND,3.66,3.22,35.02,71.88,28.45
2010-08-31,IND,3.79,3.22,35.02,71.88,28.48
2010-09-30,IND,2.45,3.22,35.02,71.88,28.14
2010-10-31,IND,2.84,3.22,35.02,71.88,28.24
2010-11-30,IND,4.69,3.22,35.02,71.88,28.7
2010-12-31,IND,3.82,3.22,35.02,71.88,28.48
2011-01-31,IND,5.06,3.22,35.02,70.66,28.49
2011-02-28,IND,4.96,3.22,35.02,70.66,28.47
2011-03-31,IND,5.17,3.22,35.02,70.66,28.52
2011-04-30,IND,5.27,3.22,35.02,70.66,28.54
2011-05-31,IND,4.22,3.22,35.02,70.66,28.28
2011-06-30,IND,3.85,3.22,35.02,70.66,28.19
2011-07-31,IND,2.92,2.16,38.55,70.66,28.57
2011-08-31,IND,4.43,2.16,38.55,70.66,28.95
2011-09-30,IND,9.54,2.16,38.55,70.66,30.23
2011-10-31,IND,11.47,2.16,38.55,70.66,30.71
2011-11-30,IND,12.28,2.16,38.55,70.66,30.91
2011-12-31,IND,14.4,2.16,38.55,70.66,31.44
2012-01-31,IND,9.76,2.16,38.55,69.54,30.0
2012-02-29,IND,10.04,2.16,38.55,69.54,30.07
2012-03-31,IND,13.28,2.16,38.55,69.54,30.88
2012-04-30,IND,14.64,2.16,38.55,69.54,31.22
2012-05-31,IND,16.93,2.16,38.55,69.54,31.8
2012-06-30,IND,18.48,2.16,38.55,69.54,32.18
2012-07-31,IND,18.12,2.19,42.31,69.54,33.04
2012-08-31,IND,16.0,2.19,42.31,69.54,32.51
2012-09-30,IND,9.84,2.19,42.31,69.54,30.97
2012-10-31,IND,9.76,2.19,42.31,69.54,30.95
2012-11-30,IND,9.09,2.19,42.31,69.54,30.78
2012-12-31,IND,7.33,2.19,42.31,69.54,30.34
2013-01-31,IND,9.84,2.19,42.31,68.29,30.66
2013-02-28,IND,10.39,2.19,42.31,68.29,30.79
2013-03-31,IND,8.39,2.19,42.31,68.29,30.3
2013-04-30,IND,7.31,2.19,42.31,68.29,30.02
2013-05-31,IND,6.01,2.19,42.31,68.29,29.7
2013-06-30,IND,8.46,2.19,42.31,68.29,30.31
2013-07-31,IND,9.25,2.07,43.62,68.29,30.81
2013-08-31,IND,16.06,2.07,43.62,68.29,32.51
2013-09-30,IND,13.85,2.07,43.62,68.29,31.96
2013-10-31,IND,12.47,2.07,43.62,68.29,31.61
2013-11-30,IND,11.6,2.07,43.62,68.29,31.4
2013-12-31,IND,11.55,2.07,43.62,68.29,31.38
2014-01-31,IND,13.46,2.07,43.62,67.67,31.71
2014-02-28,IND,12.81,2.07,43.62,67.67,31.54
2014-03-31,IND,10.79,2.07,43.62,67.67,31.04
2014-04-30,IND,11.17,2.07,43.62,67.67,31.13
2014-05-31,IND,7.78,2.07,43.62,67.67,30.29
2014-06-30,IND,5.39,2.07,43.62,67.67,29.69
2014-07-31,IND,5.98,2.97,41.67,67.67,29.57
2014-08-31,IND,0.53,2.97,41.67,67.67,28.21
2014-09-30,IND,4.99,2.97,41.67,67.67,29.33
2014-10-31,IND,5.31,2.97,41.67,67.67,29.41
2014-11-30,IND,5.0,2.97,41.67,67.67,29.33
2014-12-31,IND,7.02,2.97,41.67,67.67,29.83
2015-01-31,IND,4.92,2.97,41.67,66.27,28.96
2015-02-28,IND,5.14,2.97,41.67,66.27,29.01
2015-03-31,IND,7.29,2.97,41.67,66.27,29.55
2015-04-30,IND,7.37,2.97,41.67,66.27,29.57
2015-05-31,IND,9.55,2.97,41.67,66.27,30.12
2015-06-30,IND,8.19,2.97,41.67,66.27,29.78
2015-07-31,IND,8.56,3.66,36.48,66.27,28.74
2015-08-31,IND,9.85,3.66,36.48,66.27,29.07
2015-09-30,IND,9.56,3.66,36.48,66.27,28.99
2015-10-31,IND,8.79,3.66,36.48,66.27,28.8
2015-11-30,IND,9.15,3.66,36.48,66.27,28.89
2015-12-31,IND,7.41,3.66,36.48,66.27,28.46
2016-01-31,IND,10.41,3.66,36.48,65.69,29.06
2016-02-29,IND,11.01,3.66,36.48,65.69,29.21
2016-03-31,IND,8.47,3.66,36.48,65.69,28.58
2016-04-30,IND,8.09,3.66,36.48,65.69,28.48
2016-05-31,IND,7.88,3.66,36.48,65.69,28.43
2016-06-30,IND,8.71,3.66,36.48,65.69,28.64
2016-07-31,IND,7.82,4.25,32.34,65.69,27.52
2016-08-31,IND,6.18,4.25,32.34,65.69,27.12
2016-09-30,IND,5.45,4.25,32.34,65.69,26.93
2016-10-31,IND,6.48,4.25,32.34,65.69,27.19
2016-11-30,IND,6.89,4.25,32.34,65.69,27.29
2016-12-31,IND,6.65,4.25,32.34,65.69,27.23
2017-01-31,IND,5.44,4.25,32.34,67.04,27.27
2017-02-28,IND,3.87,4.25,32.34,67.04,26.87
2017-03-31,IND,4.24,4.25,32.34,67.04,26.96
2017-04-30,IND,3.65,4.25,32.34,67.04,26.82
2017-05-31,IND,3.59,4.25,32.34,67.04,26.8
2017-06-30,IND,3.11,4.25,32.34,67.04,26.68
2017-07-31,IND,3.35,7.31,31.22,67.04,27.23
2017-08-31,IND,3.12,7.31,31.22,67.04,27.17
2017-09-30,IND,4.67,7.31,31.22,67.04,27.56
2017-10-31,IND,3.93,7.31,31.22,67.04,27.37
2017-11-30,IND,2.51,7.31,31.22,67.04,27.02
2017-12-31,IND,2.63,7.31,31.22,67.04,27.05
2018-01-31,IND,2.22,7.31,31.22,62.21,25.74
2018-02-28,IND,4.05,7.31,31.22,62.21,26.2
2018-03-31,IND,5.61,7.31,31.22,62.21,26.59
2018-04-30,IND,7.59,7.31,31.22,62.21,27.08
2018-05-31,IND,8.21,7.31,31.22,62.21,27.24
2018-06-30,IND,8.75,7.31,31.22,62.21,27.37
2018-07-31,IND,8.88,3.78,32.49,62.21,26.84
2018-08-31,IND,10.79,3.78,32.49,62.21,27.32
2018-09-30,IND,11.22,3.78,32.49,62.21,27.42
2018-10-31,IND,12.15,3.78,32.49,62.21,27.66
2018-11-30,IND,10.23,3.78,32.49,62.21,27.18
2018-12-31,IND,10.09,3.78,32.49,62.21,27.14
2019-01-31,IND,11.66,3.78,32.49,58.12,26.51
2019-02-28,IND,10.17,3.78,32.49,58.12,26.14
2019-03-31,IND,8.85,3.78,32.49,58.12,25.81
2019-04-30,IND,7.63,3.78,32.49,58.12,25.5
2019-05-31,IND,6.7,3.78,32.49,58.12,25.27
2019-06-30,IND,5.85,3.78,32.49,58.12,25.06
2019-07-31,IND,5.69,6.02,35.59,58.12,26.36
2019-08-31,IND,6.08,6.02,35.59,58.12,26.45
2019-09-30,IND,4.4,6.02,35.59,58.12,26.03
2019-10-31,IND,3.78,6.02,35.59,58.12,25.88
2019-11-30,IND,6.14,6.02,35.59,58.12,26.47
2019-12-31,IND,6.37,6.02,35.59,58.12,26.53
2020-01-31,IND,5.22,6.02,35.59,55.18,25.5
2020-02-29,IND,6.12,6.02,35.59,55.18,25.73
2020-03-31,IND,9.78,6.02,35.59,55.18,26.64
2020-04-30,IND,10.31,6.02,35.59,55.18,26.78
2020-05-31,IND,9.99,6.02,35.59,55.18,26.7
2020-06-30,IND,10.05,6.02,35.59,55.18,26.71
2020-07-31,IND,9.65,3.96,35.91,55.18,26.17
2020-08-31,IND,6.89,3.96,35.91,55.18,25.48
2020-09-30,IND,7.34,3.96,35.91,55.18,25.6
2020-10-31,IND,7.78,3.96,35.91,55.18,25.71
2020-11-30,IND,7.14,3.96,35.91,55.18,25.55
2020-12-31,IND,6.9,3.96,35.91,55.18,25.49
2021-01-31,IND,6.53,3.96,35.91,54.07,25.12
2021-02-28,IND,6.24,3.96,35.91,54.07,25.04
2021-03-31,IND,3.65,3.96,35.91,54.07,24.4
2021-04-30,IND,4.08,3.96,35.91,54.07,24.5
2021-05-31,IND,3.33,3.96,35.91,54.07,24.32
2021-06-30,IND,4.57,3.96,35.91,54.07,24.62
2021-07-31,IND,5.02,7.41,41.91,54.07,27.1
2021-08-31,IND,5.22,7.41,41.91,54.07,27.15
2021-09-30,IND,5.53,7.41,41.91,54.07,27.23
2021-10-31,IND,5.76,7.41,41.91,54.07,27.29
2021-11-30,IND,6.02,7.41,41.91,54.07,27.35
2021-12-31,IND,6.15,7.41,41.91,54.07,27.38
2022-01-31,IND,6.93,7.41,41.91,53.72,27.49
2022-02-28,IND,6.94,7.41,41.91,53.72,27.5
2022-03-31,IND,7.43,7.41,41.91,53.72,27.62
2022-04-30,IND,6.96,7.41,41.91,53.72,27.5
2022-05-31,IND,8.83,7.41,41.91,53.72,27.97
2022-06-30,IND,8.58,7.41,41.91,53.72,27.9
2022-07-31,IND,8.93,3.23,27.93,53.72,23.45
2022-08-31,IND,9.72,3.23,27.93,53.72,23.65
2022-09-30,IND,10.23,3.23,27.93,53.72,23.78
2022-10-31,IND,10.45,3.23,27.93,53.72,23.83
2022-11-30,IND,9.81,3.23,27.93,53.72,23.67
2022-12-31,IND,10.87,3.23,27.93,53.72,23.94
2023-01-31,IND,9.53,3.23,27.93,52.4,23.27
2023-02-28,IND,10.28,3.23,27.93,52.4,23.46
